Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
296,Shehdol,Budhar,Wheat,Mill Quality,FAQ,2000,2000,2000,27 Jan 2020
297,Shehdol,Budhar,Wheat,Mill Quality,FAQ,2100,2100,2100,28 Jan 2020
298,Bulandshahar,Buland Shahr,Wheat,Dara,FAQ,2070,2090,2080,24 Jan 2020
299,Bulandshahar,Buland Shahr,Wheat,Dara,FAQ,2170,2190,2180,08 Jan 2020
300,Bulandshahar,Buland Shahr,Wheat,Dara,FAQ,2170,2200,2190,15 Jan 2020
301,Bundi,Bundi,Wheat,Other,FAQ,1861,2060,1960,30 Jan 2020
302,Bundi,Bundi,Wheat,Other,FAQ,2025,2170,2098,22 Jan 2020
303,Bundi,Bundi,Wheat,Other,FAQ,2221,2221,2221,13 Jan 2020
304,Burhanpur,Burhanpur,Wheat,Lokwan,FAQ,1980,2071,1990,08 Jan 2020
305,Sambhal,Chandausi,Wheat,Dara,FAQ,2060,2130,2090,31 Jan 2020
306,Ashoknagar,Chanderi,Wheat,Mill Quality,FAQ,2050,2151,2125,18 Jan 2020
307,Ashoknagar,Chanderi,Wheat,Mill Quality,FAQ,2130,2160,2145,04 Jan 2020
308,Aligarh,Charra,Wheat,Dara,FAQ,1960,2090,2050,06 Jan 2020
309,Aligarh,Charra,Wheat,Dara,FAQ,1970,2090,2050,13 Jan 2020
310,Aligarh,Charra,Wheat,Dara,FAQ,1970,2100,2060,16 Jan 2020
311,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Wheat,Other,FAQ,1950,2575,2262,13 Jan 2020
312,Chhindwara,Chaurai,Wheat,Other,FAQ,2048,2101,2085,28 Jan 2020
313,Chhindwara,Chaurai,Wheat,Other,FAQ,2121,2225,2150,08 Jan 2020
314,Baran,Chhabra,Wheat,Other,FAQ,2270,2342,2342,09 Jan 2020
315,Chhindwara,Chhindwara,Wheat,Other,FAQ,2121,2300,2230,22 Jan 2020
316,Chhindwara,Chhindwara,Wheat,Other,FAQ,2210,2322,2268,16 Jan 2020
317,Chhindwara,Chhindwara,Wheat,Other,FAQ,2227,2362,2252,14 Jan 2020
318,Seoni,Chhpara,Wheat,Other,FAQ,1975,1975,1975,30 Jan 2020
319,Buldhana,Chikali,Wheat,Other,FAQ,1700,2000,1850,04 Jan 2020
320,Ballia,Chitwadagaon,Wheat,Dara,FAQ,2000,2060,2030,17 Jan 2020
321,Jaipur Rural,Chomu (Grain),Wheat,Other,FAQ,2245,2245,2245,13 Jan 2020
322,Surendranagar,Chotila,Wheat,Local,FAQ,2000,2350,2150,30 Jan 2020
323,Surendranagar,Chotila,Wheat,Local,FAQ,2000,2500,2250,10 Jan 2020
324,Surendranagar,Chotila,Wheat,Local,FAQ,2000,2550,2250,07 Jan 2020
325,Bundi,Bundi,Wheat,Other,FAQ,2036,2181,2109,23 Jan 2020
326,Burhanpur,Burhanpur,Wheat,Lokwan,FAQ,2164,2184,2178,20 Jan 2020
327,Rewa,Chaakghat,Wheat,147 Average,FAQ,2000,2000,2000,20 Jan 2020
328,Rewa,Chaakghat,Wheat,147 Average,FAQ,2005,2080,2060,12 Jan 2020
329,Jaipur Rural,Chaksu,Wheat,Other,FAQ,2010,2141,2080,28 Jan 2020
330,Jaipur Rural,Chaksu,Wheat,Other,FAQ,2179,2210,2188,10 Jan 2020
331,Jalgaon,Chalisgaon,Wheat,Maharashtra 2189,FAQ,1600,2300,1925,10 Jan 2020
332,Jalgaon,Chalisgaon,Wheat,Maharashtra 2189,FAQ,1600,2375,1860,29 Jan 2020
333,Sambhal,Chandausi,Wheat,Dara,FAQ,2000,2090,2045,01 Jan 2020
334,Sambhal,Chandausi,Wheat,Dara,FAQ,2000,2100,2050,03 Jan 2020
335,Sambhal,Chandausi,Wheat,Dara,FAQ,2050,2100,2085,30 Jan 2020
336,Sambhal,Chandausi,Wheat,Dara,FAQ,2070,2100,2090,27 Jan 2020
337,Ashoknagar,Chanderi,Wheat,Mill Quality,FAQ,2130,2140,2135,17 Jan 2020
338,Ashoknagar,Chanderi,Wheat,Mill Quality,FAQ,2131,2158,2144,08 Jan 2020
339,Chandauli,Chandoli,Wheat,Dara,FAQ,1990,2050,2025,02 Jan 2020
340,Chandauli,Chandoli,Wheat,Dara,FAQ,2025,2075,2050,06 Jan 2020
341,Aligarh,Charra,Wheat,Dara,FAQ,2000,2130,2070,20 Jan 2020
342,Chhindwara,Chaurai,Wheat,Other,FAQ,2196,2196,2196,07 Jan 2020
343,Rajgarh,Chhapiheda,Wheat,147 Average,FAQ,2042,2080,2061,23 Jan 2020
344,Chhatarpur,Chhatarpur,Wheat,Other,FAQ,2100,2140,2125,03 Jan 2020
345,Kannuj,Chhibramau,Wheat,Dara,FAQ,1950,2050,2000,20 Jan 2020
346,Kannuj,Chhibramau,Wheat,Dara,FAQ,2080,2180,2130,11 Jan 2020
347,Seoni,Chhpara,Wheat,Other,FAQ,2025,2050,2038,27 Jan 2020
348,Seoni,Chhpara,Wheat,Other,FAQ,2100,2120,2110,24 Jan 2020
349,Buldhana,Chikali,Wheat,Other,FAQ,1600,2100,1850,13 Jan 2020
350,Buldhana,Chikali,Wheat,Other,FAQ,1700,2000,1850,07 Jan 2020
351,Ballia,Chitwadagaon,Wheat,Dara,FAQ,1950,2070,2010,07 Jan 2020
352,Ballia,Chitwadagaon,Wheat,Dara,FAQ,1970,2050,2010,14 Jan 2020
353,Jaipur Rural,Chomu (Grain),Wheat,Other,FAQ,2100,2460,2200,07 Jan 2020
354,Gorakhpur,Chorichora,Wheat,Dara,FAQ,1900,2050,1960,16 Jan 2020
355,Surendranagar,Chotila,Wheat,Local,FAQ,2000,2450,2225,25 Jan 2020
356,Surendranagar,Chotila,Wheat,Local,FAQ,2000,2550,2350,13 Jan 2020
357,Surendranagar,Chotila,Wheat,Local,FAQ,2000,2610,2300,17 Jan 2020
358,Kanpur,Choubepur,Wheat,Dara,FAQ,2025,2100,2075,23 Jan 2020
359,Kanpur,Choubepur,Wheat,Dara,FAQ,2070,2150,2100,31 Jan 2020
360,Gwalior,Dabra,Wheat,Other,FAQ,1997,2060,2045,31 Jan 2020
361,Gwalior,Dabra,Wheat,Other,FAQ,2031,2065,2041,28 Jan 2020
362,Gwalior,Dabra,Wheat,Other,FAQ,2035,2136,2086,27 Jan 2020
363,Gwalior,Dabra,Wheat,Other,FAQ,2221,2310,2271,13 Jan 2020
364,Gautam Budh Nagar,Dadri,Wheat,Dara,FAQ,2050,2260,2080,18 Jan 2020
365,Mandsaur,Daloda,Wheat,Mill Quality,FAQ,2300,2540,2400,06 Jan 2020
366,Gautam Budh Nagar,Dankaur,Wheat,Dara,FAQ,1950,2100,2045,07 Jan 2020
367,Gautam Budh Nagar,Dankaur,Wheat,Dara,FAQ,2000,2200,2174,18 Jan 2020
368,Datia,Datia,Wheat,Other,FAQ,1971,2205,2150,14 Jan 2020
369,Datia,Datia,Wheat,Other,FAQ,2110,2176,2130,02 Jan 2020
370,Datia,Datia,Wheat,Other,FAQ,2150,2199,2170,03 Jan 2020
371,Dausa,Dausa,Wheat,Other,FAQ,1975,2275,2125,22 Jan 2020
372,Dausa,Dausa,Wheat,Other,FAQ,2100,2275,2188,03 Jan 2020
373,Dausa,Dausa,Wheat,Other,FAQ,2101,2291,2196,18 Jan 2020
374,Davangere,Davangere,Wheat,Super Fine,FAQ,2900,3000,2950,24 Jan 2020
375,Deeg,Deeg,Wheat,Other,FAQ,2050,2050,2050,23 Jan 2020
376,Banaskanth,Deesa,Wheat,Other,FAQ,2200,2310,2275,15 Jan 2020
377,Banaskanth,Deesa(Bhildi),Wheat,Other,FAQ,2000,2220,2000,28 Jan 2020
378,Gandhinagar,Dehgam,Wheat,Other,FAQ,2175,2200,2187,30 Jan 2020
379,Surendranagar,Chotila,Wheat,Local,FAQ,2000,2550,2275,06 Jan 2020
380,Kanpur,Choubepur,Wheat,Dara,FAQ,2155,2250,2200,15 Jan 2020
381,Kanpur,Choubepur,Wheat,Dara,FAQ,2162,2250,2200,21 Jan 2020
382,Kanpur,Choubepur,Wheat,Dara,FAQ,2170,2360,2210,18 Jan 2020
383,Gwalior,Dabra,Wheat,Other,FAQ,2104,2104,2104,30 Jan 2020
384,Gwalior,Dabra,Wheat,Other,FAQ,2150,2270,2225,03 Jan 2020
385,Gautam Budh Nagar,Dadri,Wheat,Dara,FAQ,2000,2100,2050,05 Jan 2020
386,Gautam Budh Nagar,Dadri,Wheat,Dara,FAQ,2000,2100,2050,06 Jan 2020
387,Dahod,Dahod,Wheat,147 Average,FAQ,2250,2400,2325,23 Jan 2020
388,Dahod,Dahod,Wheat,Lokwan,FAQ,2250,2350,2300,31 Jan 2020
389,Dahod,Dahod,Wheat,Lokwan,FAQ,2250,2400,2300,20 Jan 2020
390,Dahod,Dahod,Wheat,Lokwan,FAQ,2250,2400,2300,21 Jan 2020
391,Mandsaur,Daloda,Wheat,Mill Quality,FAQ,2280,2460,2300,10 Jan 2020
392,Gautam Budh Nagar,Dankaur,Wheat,Dara,FAQ,2000,2150,2100,01 Jan 2020
393,Datia,Datia,Wheat,Other,FAQ,2160,2223,2190,10 Jan 2020
394,Dausa,Dausa,Wheat,Other,FAQ,2145,2270,2208,16 Jan 2020
395,Davangere,Davangere,Wheat,Super Fine,FAQ,2900,3000,2950,17 Jan 2020
396,Banaskanth,Deesa(Bhildi),Wheat,Other,FAQ,2080,2250,2085,09 Jan 2020
397,Banaskanth,Deesa(Bhildi),Wheat,Other,FAQ,2105,2340,2300,16 Jan 2020
398,Gandhinagar,Dehgam,Wheat,Other,FAQ,2145,2280,2212,23 Jan 2020
399,Gandhinagar,Dehgam,Wheat,Other,FAQ,2250,2295,2272,17 Jan 2020
400,Tonk,Deoli,Wheat,Other,FAQ,1975,2090,2033,30 Jan 2020
401,Tonk,Deoli,Wheat,Other,FAQ,2101,2215,2158,01 Jan 2020
402,Tonk,Deoli,Wheat,Other,FAQ,2140,2200,2170,14 Jan 2020
403,Sagar,Deori,Wheat,Local,FAQ,1990,2130,2100,03 Jan 2020
404,Sagar,Deori,Wheat,Local,FAQ,2000,2010,2010,30 Jan 2020
405,Sagar,Deori,Wheat,Local,FAQ,2100,2175,2175,08 Jan 2020
406,Buldhana,Deoulgaon Raja,Wheat,Other,FAQ,1600,2100,1900,22 Jan 2020
407,Deoria,Devariya,Wheat,Dara,FAQ,1950,1965,1955,09 Jan 2020
408,Dewas,Dewas,Wheat,Lokwan,FAQ,2000,2400,2350,25 Jan 2020
409,Dewas,Dewas,Wheat,Lokwan,FAQ,2200,2500,2400,06 Jan 2020
410,Amarawati,Dhamngaon-Railway,Wheat,Other,FAQ,1860,2040,1900,17 Jan 2020
411,Dhar,Dhamnod,Wheat,Other,FAQ,2140,2178,2161,27 Jan 2020
412,Amroha,Dhanaura,Wheat,Dara,FAQ,1830,1840,1835,12 Jan 2020
413,Banaskanth,Dhanera,Wheat,Other,FAQ,1750,2010,1880,31 Jan 2020
414,Dhar,Dhar,Wheat,Lokwan,FAQ,2000,2598,2250,16 Jan 2020
415,Dhar,Dhar,Wheat,Lokwan,FAQ,2092,2492,2180,27 Jan 2020
416,Dholpur,Dholpur,Wheat,Other,FAQ,2000,2060,2030,21 Jan 2020
417,Dholpur,Dholpur,Wheat,Other,FAQ,2040,2100,2070,17 Jan 2020
418,Dhule,Dhule,Wheat,Other,FAQ,2100,2460,2335,10 Jan 2020
419,Dindori,Dindori,Wheat,Local,FAQ,1900,2081,2000,08 Jan 2020
420,Dindori,Dindori,Wheat,Local,FAQ,2000,2081,2000,11 Jan 2020
421,Dindori,Dindori,Wheat,Local,FAQ,2000,2100,2100,19 Jan 2020
422,Nashik,Dindori,Wheat,Other,FAQ,1800,2140,2007,05 Jan 2020
423,Bulandshahar,Divai,Wheat,Dara,FAQ,1840,1846,1845,01 Jan 2020
424,Dhule,Dondaicha,Wheat,Other,FAQ,1800,2241,2147,29 Jan 2020
425,Dhule,Dondaicha,Wheat,Other,FAQ,1800,2400,1900,03 Jan 2020
426,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1900,2251,2100,30 Jan 2020
427,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2500,2200,05 Jan 2020
428,Paschim Bardhaman,Durgapur,Wheat,Kalyan,FAQ,2100,2180,2140,02 Jan 2020
429,Paschim Bardhaman,Durgapur,Wheat,Other,FAQ,2000,2080,2030,17 Jan 2020
430,Paschim Bardhaman,Durgapur,Wheat,Other,FAQ,2000,2080,2040,01 Jan 2020
431,Etah,Etah,Wheat,Dara,FAQ,2020,2130,2080,04 Jan 2020
432,Ayodhya,Faizabad,Wheat,Dara,FAQ,1920,1950,1935,07 Jan 2020
433,Auraiya,Achalda,Wheat,Dara,FAQ,2050,2090,2080,06 Jan 2020
434,Auraiya,Achalda,Wheat,Dara,FAQ,2100,2200,2150,14 Jan 2020
435,Auraiya,Achalda,Wheat,Dara,FAQ,2150,2200,2180,10 Jan 2020
436,Agra,Achnera,Wheat,Dara,FAQ,2120,2180,2150,27 Jan 2020
437,Shajapur,Agar,Wheat,Other,FAQ,2270,2273,2272,15 Jan 2020
438,Agra,Agra,Wheat,Dara,FAQ,2100,2130,2110,03 Jan 2020
439,Agra,Agra,Wheat,Dara,FAQ,2150,2180,2165,24 Jan 2020
440,Ahmednagar,Ahmednagar,Wheat,Other,FAQ,2161,2652,2406,16 Jan 2020
441,Latur,Ahmedpur,Wheat,Other,FAQ,2200,2200,2200,27 Jan 2020
442,Jalaun (Orai),Ait,Wheat,Dara,FAQ,2060,2080,2070,17 Jan 2020
443,Jalaun (Orai),Ait,Wheat,Dara,FAQ,2115,2115,2115,20 Jan 2020
444,Jalaun (Orai),Ait,Wheat,Dara,FAQ,2140,2140,2140,16 Jan 2020
445,Jalaun (Orai),Ait,Wheat,Dara,FAQ,2150,2150,2150,08 Jan 2020
446,Jalaun (Orai),Ait,Wheat,Dara,FAQ,2160,2160,2160,06 Jan 2020
447,Jalaun (Orai),Ait,Wheat,Dara,FAQ,2170,2170,2170,05 Jan 2020
448,Ambedkarnagar,Akbarpur,Wheat,Dara,FAQ,1880,1960,1945,18 Jan 2020
449,Akola,Akola,Wheat,Other,FAQ,1800,2300,2100,23 Jan 2020
450,Akola,Akola,Wheat,Sharbati,FAQ,2400,3000,2750,15 Jan 2020
451,Bhind,Alampur,Wheat,Other,FAQ,1965,1996,1977,16 Jan 2020
452,Alappuzha,Alappuzha,Wheat,Other,FAQ,2050,2125,2100,25 Jan 2020
453,Etah,Aliganj,Wheat,Dara,FAQ,1980,2020,2000,12 Jan 2020
454,Etah,Aliganj,Wheat,Dara,FAQ,2000,2020,2010,16 Jan 2020
455,Etah,Aliganj,Wheat,Dara,FAQ,2000,2020,2010,18 Jan 2020
456,Etah,Aliganj,Wheat,Dara,FAQ,2000,2020,2010,22 Jan 2020
457,Aligarh,Aligarh,Wheat,Dara,FAQ,2050,2070,2060,22 Jan 2020
458,Alirajpur,Alirajpur,Wheat,147 Average,FAQ,2000,2000,2000,31 Jan 2020
459,Prayagraj,Allahabad,Wheat,Dara,FAQ,1900,2400,2100,25 Jan 2020
460,Alwar,Alwar,Wheat,Other,FAQ,2020,2040,2035,29 Jan 2020
461,Alwar,Alwar,Wheat,Other,FAQ,2020,2040,2035,30 Jan 2020
462,Jalgaon,Amalner,Wheat,Other,FAQ,1700,2399,2399,30 Jan 2020
463,Jalgaon,Amalner,Wheat,Other,FAQ,1881,2256,2256,17 Jan 2020
464,Amarawati,Amarawati,Wheat,Other,FAQ,2050,2900,2475,10 Jan 2020
465,Jalana,Ambad (Vadigodri),Wheat,Other,FAQ,1750,3050,2500,31 Jan 2020
466,Morena,Ambaha,Wheat,Other,FAQ,2050,2080,2075,06 Jan 2020
467,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,2220,2510,2490,29 Jan 2020
468,Amroha,Amroha,Wheat,Local,FAQ,1970,2070,2020,02 Jan 2020
469,Amroha,Amroha,Wheat,Local,FAQ,2000,2060,2030,09 Jan 2020
470,Amroha,Amroha,Wheat,Local,FAQ,2040,2080,2060,24 Jan 2020
471,Amarawati,Anajngaon,Wheat,Other,FAQ,1800,2500,2150,11 Jan 2020
472,Amarawati,Anajngaon,Wheat,Other,FAQ,1800,2500,2200,14 Jan 2020
473,Maharajganj,Anandnagar,Wheat,Dara,FAQ,1915,2020,1965,30 Jan 2020
474,Baran,Anta,Wheat,Other,FAQ,2139,2160,2149,08 Jan 2020
475,Guna,Aron,Wheat,Other,FAQ,2000,2656,2100,09 Jan 2020
476,Paschim Bardhaman,Asansol,Wheat,Kalyan,FAQ,2060,2140,2100,05 Jan 2020
477,Ashoknagar,Ashoknagar,Wheat,Other,FAQ,2100,2567,2300,23 Jan 2020
478,Banda,Atarra,Wheat,Dara,FAQ,1950,2050,2000,02 Jan 2020
479,Banda,Atarra,Wheat,Dara,FAQ,2010,2110,2060,12 Jan 2020
480,Auraiya,Auraiya,Wheat,Dara,FAQ,2000,2150,2100,06 Jan 2020
481,Azamgarh,Azamgarh,Wheat,Dara,FAQ,1920,1975,1945,11 Jan 2020
482,Banda,Baberu,Wheat,Dara,FAQ,1900,2040,1970,25 Jan 2020
483,Banda,Baberu,Wheat,Dara,FAQ,1900,2050,1975,28 Jan 2020
484,Banda,Baberu,Wheat,Dara,FAQ,1930,2070,2000,13 Jan 2020
485,Badaun,Babrala,Wheat,Dara,FAQ,1900,2000,1950,02 Jan 2020
486,Badaun,Babrala,Wheat,Dara,FAQ,1900,2000,1950,11 Jan 2020
487,Badaun,Babrala,Wheat,Dara,FAQ,1900,2000,1950,23 Jan 2020
488,Gandhinagar,Dehgam,Wheat,Other,FAQ,2200,2285,2244,24 Jan 2020
489,Gandhinagar,Dehgam,Wheat,Other,FAQ,2200,2335,2267,27 Jan 2020
490,Gandhinagar,Dehgam,Wheat,Other,FAQ,2210,2350,2280,01 Jan 2020
491,Gandhinagar,Dehgam,Wheat,Other,FAQ,2235,2380,2307,06 Jan 2020
492,Gandhinagar,Dehgam,Wheat,Other,FAQ,2305,2405,2355,11 Jan 2020
493,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,2225,2350,2287,10 Jan 2020
494,Sagar,Deori,Wheat,Local,FAQ,2100,2160,2160,15 Jan 2020
495,Buldhana,Deoulgaon Raja,Wheat,Other,FAQ,1800,2251,2000,09 Jan 2020
496,Deoria,Devariya,Wheat,Dara,FAQ,1940,1960,1950,21 Jan 2020
497,Deoria,Devariya,Wheat,Dara,FAQ,1940,1960,1950,23 Jan 2020
498,Dewas,Dewas,Wheat,Lokwan,FAQ,2200,2500,2350,09 Jan 2020
499,Amarawati,Dhamngaon-Railway,Wheat,Other,FAQ,1860,2050,1950,28 Jan 2020
500,Dhar,Dhamnod,Wheat,Other,FAQ,2150,2244,2209,21 Jan 2020
501,Dhar,Dhamnod,Wheat,Other,FAQ,2300,2406,2380,07 Jan 2020
502,Amroha,Dhanaura,Wheat,Dara,FAQ,1830,1840,1835,10 Jan 2020
503,Amroha,Dhanaura,Wheat,Dara,FAQ,1830,1840,1835,24 Jan 2020
504,Banaskanth,Dhanera,Wheat,Other,FAQ,2050,2230,2140,17 Jan 2020
505,Banaskanth,Dhanera,Wheat,Other,FAQ,2050,2300,2175,03 Jan 2020
506,Banaskanth,Dhanera,Wheat,Other,FAQ,2090,2550,2320,16 Jan 2020
507,Banaskanth,Dhanera,Wheat,Other,FAQ,2100,2205,2152,22 Jan 2020
508,Banaskanth,Dhanera,Wheat,Other,FAQ,2100,2560,2330,23 Jan 2020
509,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1910,2495,2460,07 Jan 2020
510,Jamnagar,Dhrol,Wheat,Other,FAQ,1950,2490,2220,31 Jan 2020
511,Jamnagar,Dhrol,Wheat,Other,FAQ,2155,2460,2310,13 Jan 2020
512,Dhule,Dhule,Wheat,Other,FAQ,2025,2511,2300,30 Jan 2020
513,Dhule,Dhule,Wheat,Other,FAQ,2100,2500,2300,06 Jan 2020
514,Dhule,Dhule,Wheat,Other,FAQ,2150,2615,2380,09 Jan 2020
515,Dhule,Dhule,Wheat,Other,FAQ,2211,2350,2250,17 Jan 2020
516,Bulandshahar,Divai,Wheat,Dara,FAQ,1840,1846,1845,09 Jan 2020
517,Bulandshahar,Divai,Wheat,Dara,FAQ,1840,1846,1845,12 Jan 2020
518,Dhule,Dondaicha,Wheat,Other,FAQ,1800,2029,2025,07 Jan 2020
519,Dhule,Dondaicha,Wheat,Other,FAQ,1800,2252,2203,28 Jan 2020
520,Paschim Bardhaman,Durgapur,Wheat,Kalyan,FAQ,2100,2160,2120,09 Jan 2020
521,Paschim Bardhaman,Durgapur,Wheat,Other,FAQ,2000,2060,2030,29 Jan 2020
522,Paschim Bardhaman,Durgapur,Wheat,Other,FAQ,2000,2080,2030,14 Jan 2020
523,Etah,Etah,Wheat,Dara,FAQ,2060,2160,2120,09 Jan 2020
524,Ayodhya,Faizabad,Wheat,Dara,FAQ,1920,1950,1930,05 Jan 2020
525,Ayodhya,Faizabad,Wheat,Dara,FAQ,1965,2000,1980,29 Jan 2020
526,Farukhabad,Farukhabad,Wheat,Dara,FAQ,2080,2120,2100,09 Jan 2020
527,Farukhabad,Farukhabad,Wheat,Dara,FAQ,2100,2140,2120,11 Jan 2020
528,Agra,Fatehabad,Wheat,Dara,FAQ,2000,2100,2050,09 Jan 2020
529,Agra,Fatehabad,Wheat,Dara,FAQ,2000,2100,2050,24 Jan 2020
530,Agra,Fatehabad,Wheat,Dara,FAQ,2000,2100,2050,25 Jan 2020
531,Fatehpur,Fatehpur,Wheat,Dara,FAQ,1940,1965,1955,03 Jan 2020
532,Fatehpur,Fatehpur,Wheat,Dara,FAQ,1990,2020,2010,29 Jan 2020
533,Firozabad,Firozabad,Wheat,Dara,FAQ,2250,2285,2265,13 Jan 2020
534,Gadag,Gadag,Wheat,White,FAQ,2069,2609,2220,08 Jan 2020
535,Narsinghpur,Gadarwada,Wheat,Lokwan,FAQ,1972,1995,1990,02 Jan 2020
536,Raisen,Gairatganj,Wheat,Dara Mill Quality,FAQ,2205,2205,2205,23 Jan 2020
537,Ganganagar,Gajsinghpur,Wheat,Other,FAQ,2076,2076,2076,03 Jan 2020
538,Dhar,Gandhwani,Wheat,Other,FAQ,1791,2050,1961,21 Jan 2020
539,Gangapur City,Gangapur City,Wheat,Other,FAQ,1860,2090,1975,30 Jan 2020
540,Gangapur City,Gangapur City,Wheat,Other,FAQ,1991,2070,2030,27 Jan 2020
541,Swai Madhopur,Gangapurcity(Old Lal mandi),Wheat,Other,FAQ,2056,2070,2063,21 Jan 2020
542,Ayodhya,Faizabad,Wheat,Dara,FAQ,1920,1950,1940,03 Jan 2020
543,Farukhabad,Farukhabad,Wheat,Dara,FAQ,2080,2120,2100,22 Jan 2020
544,Farukhabad,Farukhabad,Wheat,Dara,FAQ,2080,2120,2100,28 Jan 2020
545,Agra,Fatehabad,Wheat,Dara,FAQ,2000,2050,2020,11 Jan 2020
546,Agra,Fatehabad,Wheat,Dara,FAQ,2100,2200,2150,07 Jan 2020
547,Fatehpur,Fatehpur,Wheat,Dara,FAQ,1930,1950,1940,14 Jan 2020
548,Fatehpur,Fatehpur,Wheat,Dara,FAQ,1975,2010,1990,20 Jan 2020
549,Agra,Fatehpur Sikri,Wheat,Dara,FAQ,1970,2090,2025,03 Jan 2020
550,Agra,Fatehpur Sikri,Wheat,Dara,FAQ,2080,2200,2135,18 Jan 2020
551,Firozabad,Firozabad,Wheat,Dara,FAQ,2080,2160,2130,29 Jan 2020
552,Maharajganj,Gadaura,Wheat,Dara,FAQ,1800,1900,1850,07 Jan 2020
553,Dhar,Gandhwani,Wheat,Other,FAQ,2210,2430,2315,23 Jan 2020
554,Parbhani,Gangakhed,Wheat,Bansi,FAQ,1800,1900,1880,22 Jan 2020
555,Chattrapati Sambhajinagar,Gangapur,Wheat,Other,FAQ,2000,2550,2250,22 Jan 2020
556,Gangapur City,Gangapur City,Wheat,Other,FAQ,2020,2072,2046,31 Jan 2020
557,Gangapur City,Gangapur City,Wheat,Other,FAQ,2150,2180,2165,10 Jan 2020
558,Koppal,Gangavathi,Wheat,Local,FAQ,2100,2100,2100,23 Jan 2020
559,Vidisha,Ganjbasoda,Wheat,MP Sharbati,FAQ,1980,2452,2050,31 Jan 2020
560,Sagar,Garhakota,Wheat,Other,FAQ,1900,2040,2000,16 Jan 2020
561,Mandsaur,Garoth,Wheat,Other,FAQ,2000,2200,2100,17 Jan 2020
562,Mandsaur,Garoth,Wheat,Other,FAQ,2000,2210,2100,14 Jan 2020
563,Mandsaur,Garoth,Wheat,Other,FAQ,2100,2300,2200,04 Jan 2020
564,Ghazipur,Gazipur,Wheat,Dara,FAQ,2010,2070,2040,23 Jan 2020
565,Beed,Gevrai,Wheat,Other,FAQ,1900,2400,2150,17 Jan 2020
566,Anupgarh,Gharsana,Wheat,Other,FAQ,2061,2061,2061,03 Jan 2020
567,Ghaziabad,Ghaziabad,Wheat,Dara,FAQ,2000,2125,2050,09 Jan 2020
568,Ghaziabad,Ghaziabad,Wheat,Dara,FAQ,2125,2175,2150,26 Jan 2020
569,Mainpuri,Ghiraur,Wheat,Dara,FAQ,1960,2020,2000,12 Jan 2020
570,Panchmahals,Gogamba,Wheat,Other,FAQ,1900,2000,1950,31 Jan 2020
571,Panchmahals,Gogamba,Wheat,Other,FAQ,2000,2100,2050,11 Jan 2020
572,Panchmahals,Gogamba,Wheat,Other,FAQ,2000,2100,2050,17 Jan 2020
573,Bhind,Gohad,Wheat,Other,FAQ,1990,2030,2010,31 Jan 2020
574,Lakhimpur,Golagokarnath,Wheat,Dara,FAQ,1860,2000,1960,09 Jan 2020
575,Lakhimpur,Golagokarnath,Wheat,Dara,FAQ,1900,2050,2000,23 Jan 2020
576,Lakhimpur,Golagokarnath,Wheat,Dara,FAQ,1900,2050,2000,28 Jan 2020
577,Gonda,Gonda,Wheat,Dara,FAQ,1920,1940,1930,01 Jan 2020
578,Gonda,Gonda,Wheat,Dara,FAQ,1920,1940,1930,21 Jan 2020
579,Rajkot,Gondal,Wheat,Sechor No. 1,FAQ,2250,2460,2360,07 Jan 2020
580,Bhadohi(Sant Ravi Nagar),Gopiganj,Wheat,Dara,FAQ,1800,1840,1840,13 Jan 2020
581,Gorakhpur,Gorakhpur,Wheat,Dara,FAQ,1900,2050,1965,04 Jan 2020
582,Bhilwara,Gulabpura,Wheat,Other,FAQ,2034,2163,2150,30 Jan 2020
583,Bhilwara,Gulabpura,Wheat,Other,FAQ,2167,2170,2169,15 Jan 2020
584,Guna,Guna,Wheat,147 Average,FAQ,2000,2495,2280,22 Jan 2020
585,Guna,Guna,Wheat,147 Average,FAQ,2025,2745,2230,08 Jan 2020
586,Jhansi,Gurusarai,Wheat,Dara,FAQ,1900,1950,1920,07 Jan 2020
587,Jhansi,Gurusarai,Wheat,Dara,FAQ,1900,1950,1925,16 Jan 2020
588,Jhansi,Gurusarai,Wheat,Dara,FAQ,1900,1950,1950,28 Jan 2020
589,Hathras,Haathras,Wheat,Dara,FAQ,2200,2400,2250,10 Jan 2020
590,Dewas,Haatpipliya,Wheat,Lok -1 (Nilami Rate),FAQ,2125,2265,2195,30 Jan 2020
591,Dewas,Haatpipliya,Wheat,Lok -1 (Nilami Rate),FAQ,2210,2400,2305,18 Jan 2020
592,Dewas,Haatpipliya,Wheat,Lok -1 (Nilami Rate),FAQ,2250,2445,2348,17 Jan 2020
593,Morbi,Halvad,Wheat,Other,FAQ,2000,2215,2075,27 Jan 2020
594,Morbi,Halvad,Wheat,Other,FAQ,2000,2350,2250,08 Jan 2020
